INFO  2019-04-19 17:54:06,404 [35   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
WARN  2019-04-19 17:59:39,474 [44   ] calization.RequestLocalizationMiddleware - AbpUserRequestCultureProvider returned the following unsupported UI Cultures 'null'.
WARN  2019-04-19 17:59:39,474 [44   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported cultures 'null'.
WARN  2019-04-19 17:59:39,474 [44   ] calization.RequestLocalizationMiddleware - AbpDefaultRequestCultureProvider returned the following unsupported UI Cultures 'null'.
INFO  2019-04-19 17:59:39,480 [44   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {area = "app", action = "GetCurrentLoginInformations", controller = "Session"}. Executing action GSoft.AbpZeroTemplate.Sessions.SessionAppService.GetCurrentLoginInformations (GSoft.AbpZeroTemplate.Application)
INFO  2019-04-19 17:59:39,480 [44   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:39,490 [44   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method GSoft.AbpZeroTemplate.Sessions.SessionAppService.GetCurrentLoginInformations (GSoft.AbpZeroTemplate.Application) - Validation state: Valid
INFO  2019-04-19 17:59:39,493 [43   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method GSoft.AbpZeroTemplate.Sessions.SessionAppService.GetCurrentLoginInformations (GSoft.AbpZeroTemplate.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 3.2221ms.
INFO  2019-04-19 17:59:39,494 [43   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-04-19 17:59:39,495 [43   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action GSoft.AbpZeroTemplate.Sessions.SessionAppService.GetCurrentLoginInformations (GSoft.AbpZeroTemplate.Application) in 14.6762ms
INFO  2019-04-19 17:59:39,495 [43   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21.6778ms 200 application/json; charset=utf-8
INFO  2019-04-19 17:59:44,885 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/Session/GetCurrentLoginInformations  
INFO  2019-04-19 17:59:44,885 [48   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:44,885 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1924ms 204 
INFO  2019-04-19 17:59:44,889 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/Profile/GetProfilePicture  
INFO  2019-04-19 17:59:44,889 [48   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:44,890 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.2091ms 204 
INFO  2019-04-19 17:59:44,894 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/UserLink/GetRecentlyUsedLinkedUsers  
INFO  2019-04-19 17:59:44,894 [48   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:44,894 [48   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.2373ms 204 
INFO  2019-04-19 17:59:44,900 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/Notification/GetUserNotifications?MaxResultCount=3&SkipCount=0  
INFO  2019-04-19 17:59:44,900 [6    ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:44,900 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.186ms 204 
INFO  2019-04-19 17:59:44,923 [44   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/UserLink/GetLinkedUsers?MaxResultCount=10&SkipCount=0  
INFO  2019-04-19 17:59:44,923 [44   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:44,923 [44   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1712ms 204 
INFO  2019-04-19 17:59:45,026 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/Profile/GetProfilePicture  
INFO  2019-04-19 17:59:45,026 [6    ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:45,027 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.2052ms 204 
INFO  2019-04-19 17:59:45,461 [44   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/api/services/app/Chat/GetUserChatFriendsWithSettings  
INFO  2019-04-19 17:59:45,461 [44   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:45,462 [44   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.2001ms 204 
INFO  2019-04-19 17:59:45,470 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 OPTIONS http://localhost:5000/signalr/negotiate?enc_auth_token=wNYmO41%2F48SHNstaLVXxHCCre29BZQl1NhC6NM3R3rzpXtPQxVzH6jEzA%2FQhXFN5tu6Fk7pO53uppm1mVXMZgxbyRVz26dnepi%2FFyB6axBY%2B6gq1GL%2BuRQgoiFUCjRN2p8w6LevViwKlHyWZZJZO1DGVSjAi1m2U%2Bog9pkHw9%2FQR4Nl%2FDPnoP9JYDMpZ1zxx09u6s0GZ9%2FQ5Sjk%2BL0UfcSCbl38X8he5w9UIn%2FHvxh7ysM1CiPLsoOwtbiieSRVmrmt0JjnipAn4%2FK283F8GrGwzwgehWsqefmUnM0ckMwP9ZAdwQxWDhxv0IqNw4tDhwUYs%2F1SYdYozdNzgByhgNOBPzQDObNLlWc4vV5VMOiayMWq2vSq4diDxsGjSoKtDnnBl4IMIls8uAL5hhXA51hZfpBcPl%2B8cHic3ceGq3ZPlVRuKUftG26wkqP8LV9oVwX302%2FIovBbUJ8%2Bm3%2FULtj0ssi4ZNx670AXj9qet3feh5U%2FfVU0HV1500DApthlotJe7TPDp79aQYFaxBKKkbjcFiVhxAlgwhvBX6qtL1g3DKPzVybKgQw2St46zsYhsM7tyqwsWOa8WiuIYHsgey%2FjgRbsKWTTNC8Hr7MhxbKJZEdrmKNko2DCf%2FIlJ0W%2BAOVZJb9QXVihzVOexhagvN6ikDdepJEyaC%2FLsAaLV0r5DXQt3ilcCWvzM51Ouigv1Kg6mdVIVMBcXVqD%2FYkL19nzvSpmM2lYlfIMLlRTFzQ619AxYLM8Aclyn689vx58RveslXzi6yGEYB897ESbrFDiABGAac145kwGRxwKZ%2FMiRLTFxAO34fV7IwgEilGp9xtoz%2FASI3%2BgCXGotAHXQep%2Bg%2FAW9l2UUL2cjjDycaFvuLh%2FsGIDtiKZh9IR0p90h  
INFO  2019-04-19 17:59:45,470 [46   ] pNetCore.Cors.Infrastructure.CorsService - Policy execution successful.
INFO  2019-04-19 17:59:45,470 [46   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 0.1834ms 204 
